SP.ADO.TFRT,ER.H2O.FWTL.ZS,SH.STA.BRTC.ZS,EN.ATM.CO2E.PC,SP.DYN.CONU.ZS,EG.USE.ELEC.KH.PC,EG.USE.PCAP.KG.OE,SP.DYN.TFRT.IN,AG.LND.FRST.K2,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GNP.PCAP.CD,NY.GNP.PCAP.PP.CD,NY.GNP.ATLS.CD,NY.GNP.MKTP.PP.CD,SH.IMM.MEAS,SI.DST.FRST.20,NY.GDP.DEFL.KD.ZG,SP.DYN.LE00.IN,MS.MIL.XPND.GD.ZS,IT.CEL.SETS.P2,SH.DYN.MORT,SM.POP.NETM,DT.ODA.ALLD.CD,BX.TRF.PWKR.CD.DT,EN.POP.DNST,SP.POP.GROW,SP.POP.TOTL,SI.POV.DDAY,SI.POV.NAHC,SH.DYN.AIDS.ZS,SH.STA.MALN.ZS,SE.PRM.CMPT.ZS,SE.PRM.ENRR,SE.ENR.PRSC.FM.ZS,SE.SEC.ENRR,IQ.SCI.OVRL,AG.SRF.TOTL.K2,GC.TAX.TOTL.GD.ZS,ER.PTD.TOTL.ZS,SP.URB.GROW
14.2578,..,99,17.28827609,..,17264.73674,8455.547014,1.5258,3476211.875,1.02E+12,3.91402875,29900,33180,9.55E+11,1.06E+12,94,7,2.457118802,79.89268293,1.107966027,47.20970229,6.1,..,..,827662792.8,3.512467133,0.933020777,31940655,0.2,..,..,..,..,98.4768,..,..,..,9984670,13.39031039,..,1.03051181
14.0642,..,98.8,17.28759686,..,16948.27522,8422.034308,1.5434,3475760,1.17E+12,4.995860902,34800,35580,1.12E+12,1.15E+12,94,..,1.384087154,80.19268293,1.110669655,52.90522486,6.1,..,..,933656853.3,3.545798377,0.944466927,32243753,..,..,..,..,..,97.36457,0.98427,101.39119,..,9984670,13.34214991,..,1.040618588
13.8706,..,98.8,16.69635141,85,16508.33955,8239.946371,1.5862,3475211.875,1.32E+12,4.165817612,38500,37500,1.25E+12,1.22E+12,93,..,1.094007772,80.34390244,1.125832408,57.62395885,6,..,..,1085691997,3.581804386,1.010334503,32571174,..,..,..,..,..,98.88063,0.98582,101.72825,..,9984670,13.38728474,..,1.123846755
13.677,1.449824561,100,16.85532052,..,16683.13366,8213.389543,1.6589,3474664.063,1.46E+12,6.868608858,43080,38960,1.42E+12,1.28E+12,94,7.2,-1.32745035,80.54390244,1.188901783,61.57580045,5.9,1326431,..,1177479622,3.616757996,0.971135141,32889025,0.2,..,..,..,..,98.96648,0.98591,101.90349,..,9984670,13.36941352,..,1.199018842
13.2404,..,98.7,16.8745152,..,16377.4797,8194.880771,1.6808,3474115.938,1.55E+12,1.007622675,45640,39780,1.52E+12,1.32E+12,93,..,3.997498669,80.69512195,1.248621382,66.26894203,5.8,..,..,1299412197,3.656136959,1.082907116,33247118,..,..,..,..,..,98.01331,0.98632,102.34444,..,9984670,12.42102627,..,1.309029905
12.8038,..,98.6,15.96140637,..,15450.73069,7797.121136,1.668,3473568.125,1.37E+12,-2.928400179,43230,38230,1.45E+12,1.29E+12,91,..,-2.315572739,80.99512195,1.381043981,70.56194624,5.7,..,..,1196444724,3.698120418,1.141758099,33628895,..,..,..,..,..,99.0088,0.98797,102.73444,..,9984670,12.33554405,..,1.364893948
12.3672,..,98.5,15.72334502,..,15269.74548,7788.560786,1.6269,3473020,1.61E+12,3.089494641,44480,39310,1.51E+12,1.34E+12,90,7.2,2.868094296,81.24634146,1.197153652,75.62882084,5.6,..,..,1199157750,3.739467928,1.111864075,34004889,0.2,..,..,..,..,98.6416,0.98954,102.39848,..,9984670,11.76044487,..,1.333268714
11.9306,..,99.9,15.64133183,..,15644.54028,7911.554588,1.61,3472554.063,1.79E+12,3.146881364,47190,40880,1.62E+12,1.40E+12,88,..,3.236382105,81.44878049,1.196084458,77.70889847,5.6,..,..,1227344978,3.776245696,0.978697787,34339328,..,..,..,..,..,98.18937,0.99223,103.34896,..,9984670,11.83153834,..,1.174952642
11.494,1.361403509,98.1,14.90621636,..,15336.62486,7733.411655,1.6142,3472088.125,1.82E+12,1.762278244,51080,41540,1.77E+12,1.44E+12,89,..,1.204535766,81.64878049,1.121099973,79.3768289,5.5,1241416,..,1254600490,3.817472241,1.085817263,34714222,..,..,..,..,..,99.51828,1.00368,109.98749,..,9984670,11.69256444,..,1.136362333
10.8726,..,98,14.7410813,..,15750.81163,7743.725742,1.587,3471621.875,1.84E+12,2.330174773,52810,43620,1.85E+12,1.53E+12,90,6.7,1.728927704,81.74878049,1.004858419,80.34784611,5.4,..,..,1336538606,3.85802116,1.056591259,35082954,0.5,..,..,..,..,100.34071,1.00639,109.48599,..,9984670,11.65239901,..,1.107109995
10.2512,..,97.9,15.15892722,..,15588.48715,7897.855615,1.5818,3471155.938,1.80E+12,2.868453971,52190,45010,1.85E+12,1.60E+12,90,..,1.957936235,81.8,0.99227056,80.72209502,5.4,..,..,1351304689,3.897002917,1.005337579,35437435,..,..,..,..,..,101.53666,1.00857,109.3331,..,9984670,11.83636656,..,1.05460142
9.6298,..,..,..,..,..,7631.34157,1.563,3470690,1.55E+12,0.689906522,47590,43990,1.70E+12,1.57E+12,89,..,-0.902404707,81.9,1.150126497,82.61933463,5.3,..,..,1274255368,3.926196595,0.746339478,35702908,..,..,..,..,..,102.48508,1.00839,110.35653,..,9984670,12.41860444,..,0.796807975
9.0084,..,..,..,..,..,..,1.5433,3470224.063,1.53E+12,1.107099385,43880,44500,1.58E+12,1.61E+12,89,..,0.797481083,81.9,1.15845888,84.5231216,5.2,..,..,1289324860,3.970907493,1.132348655,36109487,..,..,..,..,..,101.02387,1.00818,112.51428,..,9984670,12.45503562,6.477119482,1.182792155
8.387,..,..,..,..,..,..,1.4961,..,1.65E+12,2.978565954,42960,46260,1.57E+12,1.69E+12,90,..,2.563357848,81.94878049,1.293395107,86.28149306,5.1,1210159,..,1326198148,4.01827985,1.194280492,36543321,..,..,..,..,..,100.94368,1.00546,113.76286,..,9984670,12.52123949,6.477193623,1.255763201
8.0346,..,..,..,..,..,..,1.4988,..,1.71E+12,1.896974756,44940,47590,1.67E+12,1.76E+12,90,..,1.931167967,81.94878049,1.252629232,89.58002255,5,..,..,1351563683,4.075308214,1.397947791,37057765,..,..,..,..,..,..,..,..,..,9984670,12.84401748,6.477193623,1.47290288
19.1922,..,..,2.178444772,..,975.0257472,794.8160447,2.37,..,40385288344,..,..,..,..,..,..,..,..,69.12390244,2.713825988,0,51.9,..,..,..,..,1.993928406,50199700,..,..,..,..,..,..,..,..,..,..,..,..,2.836401015
19.9226,..,..,2.46455581,..,1046.415105,890.6883461,2.42,..,44842760293,8.207245914,..,..,..,..,..,..,2.782158882,69.7602439,2.573869075,..,49.9,..,..,..,171.8280575,0.668382874,50536350,..,..,..,..,..,..,..,..,..,301340,..,..,1.498806986
20.653,..,..,2.878496387,..,1143.605129,1007.048347,2.44,..,50383891899,6.203650458,960,..,49039522314,..,..,..,5.793729916,69.1497561,2.633838357,..,47.7,-230527,..,..,172.9946279,0.67662299,50879450,..,..,..,..,..,..,..,..,..,301340,..,..,1.506833352
21.5912,..,..,3.215100133,..,1266.350581,1119.723172,2.5,..,57710743060,5.609727978,1060,..,54567043544,..,..,..,8.4578599,69.24804878,2.753437954,..,45.4,..,..,..,174.2613308,0.729553242,51252000,..,..,..,..,..,..,..,..,..,301340,..,..,1.55128737
22.5294,..,..,3.405053435,..,1353.314491,1221.730806,2.65,..,63175417019,2.797702279,1160,..,59972791169,..,..,..,6.489807937,70.31170732,2.727355898,..,43.1,..,..,..,175.7007582,0.8226237,51675350,..,..,..,..,..,..,..,..,..,301340,..,..,1.636026717
23.4676,..,..,3.641502446,..,1446.739592,1316.462854,2.59,..,67978153851,3.26802372,1280,..,66533106006,..,..,..,4.197040196,70.17170732,2.747580162,0,41.1,..,..,..,177.1865969,0.842108617,52112350,..,..,..,..,..,..,..,..,..,301340,..,..,1.642484959
24.4058,..,..,4.079440621,..,1573.202079,1431.074487,2.57,..,73654870011,5.984794225,1410,..,74148050788,..,..,..,2.232396286,70.92609756,2.988719981,..,39.3,..,..,..,178.5692428,0.777304407,52519000,..,..,..,..,..,..,..,..,..,301340,..,..,1.568112586
25.344,..,..,4.431482557,..,1693.254317,1551.519173,2.5,..,81133120065,7.178612466,1550,..,81930085970,..,..,..,2.775258981,70.95658537,2.76774694,..,37.8,-231781,..,..,179.8663765,0.723778173,52900500,..,..,..,..,..,..,..,..,..,301340,..,..,1.503609975
26.239,..,..,4.686612774,..,1823.39875,1698.42756,2.49,..,87942231678,6.544554655,1700,..,90268418454,..,..,..,1.734451129,70.78,2.648961592,..,36.4,..,..,..,181.0062562,0.631737253,53235750,..,..,..,..,..,..,..,..,..,301340,..,..,1.403954534
27.134,..,..,5.043311221,..,1934.814463,1832.499918,2.46,..,97085082807,6.098059996,1850,..,99159428098,..,..,..,4.05131666,70.81195122,2.422400827,..,35.1,..,..,..,182.0337629,0.566058509,53537950,..,..,..,..,..,..,..,..,..,301340,..,..,1.326087375
28.029,..,..,5.513392312,..,2072.912767,2026.217475,2.38,..,1.13E+11,5.268692965,2060,..,1.11E+11,..,..,..,10.95907081,71.55878049,2.058210054,0,33.6,..,..,1232000000,182.999048,0.528877032,53821850,..,..,..,..,..,..,..,..,..,301340,..,..,1.278504668
28.924,..,..,5.762318227,..,2152.773938,1949.148723,2.4,..,1.25E+11,1.818107986,2250,..,1.22E+11,..,..,..,7.178839303,71.80682927,2.238970947,..,31.8,..,..,1367009399,183.8546462,0.466452872,54073490,..,..,..,..,97.30622,108.58127,0.9146,59.88758,..,301340,..,..,1.20741706
29.819,22.79452055,..,6.049321454,..,2295.493059,2050.737877,2.35,..,1.45E+11,3.690485746,2620,..,1.42E+11,..,..,..,5.632973236,72.07536585,2.391176016,..,29.8,19396,..,1552426758,184.9013804,0.567712499,54381345,..,..,..,..,99.33643,108.35838,0.91856,62.23571,..,301340,..,..,1.013050867
29.0588,..,..,6.471435784,..,2457.726839,2175.587546,2.3,..,1.75E+11,7.125862295,3250,..,1.78E+11,..,..,..,12.73863289,72.02634146,2.195817414,..,27.6,..,..,1461209595,186.1596206,0.678187648,54751406,..,..,..,..,99.1288,108.31158,0.92403,64.66636,..,301340,12.55060637,..,0.988289737
28.2986,..,..,6.521514722,..,2537.285386,2212.206692,2.28,..,2.00E+11,5.500141139,3930,..,2.17E+11,..,..,..,20.2463798,72.73439024,2.070626774,..,25.3,..,..,1214379028,187.3818231,0.654388936,55110868,..,..,..,..,100.30769,107.9371,0.92991,66.50501,..,301340,13.49817064,..,0.962002539
27.5384,..,..,6.174325442,..,2476.362214,2106.078748,2.17,..,2.28E+11,-2.090162916,4320,..,2.40E+11,..,..,..,16.98308851,72.64731707,1.975232168,0,23.1,..,..,1602127319,188.5043045,0.597247219,55441001,..,..,..,..,107.96618,107.48012,0.93678,67.30233,..,301340,12.71382365,..,0.903918572
26.7782,..,..,6.592316217,..,2710.457936,2264.057187,2.04,..,2.25E+11,7.125385149,4510,..,2.51E+11,..,..,..,17.4542766,72.99195122,1.828143669,0,21.1,..,..,1402123901,189.4470096,0.498851058,55718260,..,..,..,..,106.09723,106.29373,0.94101,70.24125,..,301340,14.0733844,..,0.804585418
26.018,..,..,6.365348831,..,2776.818135,2204.179807,1.93,..,2.58E+11,2.560500803,4730,..,2.64E+11,..,..,..,18.4771573,73.36463415,1.890808512,0,19.5,164927,..,2162453369,190.253344,0.424722057,55955411,..,..,..,..,105.52727,104.75859,0.94573,71.81147,..,301340,14.90944065,..,0.728011212
24.0128,..,..,6.646489957,..,2891.044192,2247.565517,1.84,..,3.15E+11,3.240139794,5270,..,2.96E+11,..,..,..,13.94497392,73.69317073,1.879755105,0,18.1,..,..,2996618408,190.9324504,0.35631295,56155143,..,..,..,..,102.56434,103.5332,0.95452,72.69929,..,301340,15.6219819,..,0.657172197
22.0076,..,..,6.880001916,78,3040.959609,2340.042035,1.73,..,3.94E+11,5.959159446,6740,..,3.80E+11,..,..,..,15.45102728,74.00268293,1.873959467,0,17,..,..,3698666504,191.4853252,0.289147208,56317749,..,..,..,..,102.05673,102.43345,0.96184,72.63543,..,301340,15.77984985,..,0.589107555
20.0024,..,..,6.892484981,..,3104.854578,2318.4273,1.64,..,4.77E+11,3.430016386,8430,..,4.76E+11,..,..,..,20.8157947,73.94317073,1.763643237,0,16.1,..,..,4013217285,191.8801911,0.205999752,56433883,..,..,..,..,103.54486,102.23788,0.97129,72.366,..,301340,17.36825149,..,0.503561295
17.9972,..,..,6.690421638,..,3096.934737,2265.93109,1.58,..,4.31E+11,0.844227625,8710,..,4.92E+11,..,..,..,18.78722595,74.35390244,1.821112506,0,15.2,..,..,3531829834,192.1106899,0.12005432,56501675,..,..,..,..,100.50782,101.84076,0.9788,72.173,..,301340,17.78433945,..,0.415236767
15.992,..,..,6.537992115,..,3132.771223,2206.542734,1.56,..,4.27E+11,0.413585659,8220,..,4.65E+11,..,..,..,17.54095016,74.81463415,2.005372903,0,14.3,264799,..,3529875000,192.2530618,0.07408186,56543548,..,..,..,..,101.03902,101.57883,0.98595,72.04525,..,301340,19.38829236,..,0.147367695
14.7862,..,..,6.388587127,..,3134.392335,2203.864188,1.51,..,4.43E+11,1.169203504,7630,..,4.31E+11,..,..,..,15.09673918,74.6402439,2.01650142,0,13.5,..,..,3380593018,192.322852,0.036294637,56564074,..,..,..,..,100.12555,101.00615,0.98792,72.57134,..,301340,21.12833654,..,0.006387998
13.5804,..,..,6.498251684,..,3304.327409,2253.718924,1.46,..,4.38E+11,3.225852377,7760,..,4.39E+11,..,..,..,10.76184516,75.3895122,2.008607774,0,12.7,..,..,3274925049,192.3658427,0.022350913,56576718,..,..,..,..,100.11709,100.7662,0.98998,73.07215,..,301340,20.95583445,..,-0.00756464
12.3746,..,..,6.575619372,..,3391.669627,2284.811298,1.42,..,4.52E+11,2.798085723,8030,..,4.55E+11,..,..,..,9.174642453,75.47073171,1.93636892,0.011266884,12,..,..,3230516113,192.4214444,0.028899939,56593071,..,..,..,..,102.22538,100.68289,0.99139,73.82853,..,301340,20.39610873,..,-0.001023293
11.1688,..,..,6.47489765,..,3490.343116,2311.548072,1.35,..,6.40E+11,2.859971889,9380,..,5.31E+11,..,..,7.5,7.488417795,75.77073171,1.977142642,0.015871141,11.3,..,..,4401150879,192.4319302,0.005449282,56596155,0.2,..,..,..,101.75371,99.72469,0.99192,74.94608,..,301340,22.17639061,..,-0.024485474
9.963,..,..,6.778406129,..,3662.666562,2407.256353,1.33,..,8.06E+11,3.19196062,12160,..,6.88E+11,..,..,6.6,6.009282977,76.2195122,2.060353644,0.029003079,10.8,-10058,..,4462657715,192.4515691,0.01020512,56601931,1.2,..,..,..,100.40725,98.8105,0.99097,76.16508,..,301340,21.49233864,..,-0.019735017
9.519,..,..,6.883012515,..,3825.917783,2462.796778,1.36,..,8.92E+11,4.194377268,15950,..,9.03E+11,..,..,..,6.650402634,76.37073171,2.072857459,0.058944355,10.4,..,..,4829600586,192.5445854,0.048320597,56629288,..,..,..,..,99.84171,98.55552,0.99252,77.37326,..,301340,23.2404059,..,0.018367631
9.075,..,..,7.215357675,..,4007.179517,2566.108925,1.33,..,9.29E+11,3.388383515,17300,..,9.80E+11,..,..,7.7,6.197387861,76.8195122,2.02642732,0.115853941,10,..,..,5080443848,192.6890653,0.075009005,56671781,0,..,..,..,100.18874,98.20369,0.99312,78.53618,..,301340,23.94767349,..,0.04505042
8.631,..,..,7.361704582,..,4144.907442,2583.888077,1.33,75900,1.18E+12,1.985774899,18660,18380,1.06E+12,1.04E+12,43,..,8.914063403,76.97073171,1.880798413,0.466272086,9.6,..,..,5074514160,192.8504301,0.083708573,56719240,..,..,0.2,..,100.68201,98.32804,1.00331,80.30145,..,301340,24.17772968,..,0.053739381
8.187,..,..,7.468379928,..,4224.740106,2645.673237,1.3,76678.99902,1.25E+12,1.538447558,20370,19240,1.16E+12,1.09E+12,50,7.7,7.581328703,77.0195122,1.858852684,0.994953188,9.3,..,..,3698942383,192.983989,0.069231189,56758521,0.2,..,0.2,..,97.96191,98.43598,0.99744,81.03078,..,301340,24.80852329,..,0.039253542
7.743,..,..,7.404168932,..,4310.537968,2627.340008,1.3,77457.99805,1.32E+12,0.834275461,22960,19790,1.30E+12,1.12E+12,50,..,4.368115593,77.4195122,1.751976983,1.37019128,8.9,152825,..,2970147217,193.1151168,0.067924433,56797087,..,..,0.2,..,98.4339,99.33632,0.99841,82.28861,..,301340,25.49780522,..,0.121878596
7.48,..,..,7.248012993,..,4303.645312,2611.990438,1.25,78237.00195,1.06E+12,-0.85280575,21590,20120,1.23E+12,1.14E+12,50,6.1,3.885951818,77.72195122,1.786767973,2.110533878,8.5,..,..,2670604248,193.2332155,0.061135853,56831821,1.2,..,0.2,..,..,100.01102,1.00912,83.43572,..,301340,26.27493783,..,0.150993201
7.217,..,..,7.16667249,..,4439.319253,2578.465978,1.21,79016.00098,1.10E+12,2.151023645,20860,20960,1.19E+12,1.19E+12,50,..,3.542473568,77.92195122,1.71374276,3.915156873,8,..,..,2419368408,193.2725851,0.020372074,56843400,..,..,0.2,..,99.67603,98.41138,1.01299,87.45623,..,301340,25.09400326,..,0.110149318
6.954,..,..,7.573033273,..,4597.892598,2799.375762,1.19,79795,1.17E+12,2.886836738,20670,22090,1.18E+12,1.26E+12,50,6.3,4.925244481,78.17073171,1.467843143,6.861461513,7.5,..,..,2280956929,193.2756554,0.001588562,56844303,0.7,..,0.2,..,98.34761,98.04313,0.99278,88.63999,..,301340,23.10716633,..,0.091284485
6.691,..,..,7.48906561,62.7,4658.700157,2796.154736,1.2,80573.99902,1.31E+12,1.266784802,21830,22810,1.24E+12,1.30E+12,55,..,4.507623208,78.52195122,1.588492279,11.25378898,7,..,..,2526492823,193.329982,0.028104408,56860281,..,..,0.2,..,99.06497,99.16785,0.99609,89.54757,..,301340,23.01063982,..,0.117720947
6.428,..,..,7.566965198,..,4791.285246,2834.402946,1.21,81352.99805,1.24E+12,1.830212234,22300,23760,1.27E+12,1.35E+12,57,..,2.56737469,78.82439024,1.626692799,20.62768568,6.6,-298237,..,2207094305,193.432294,0.05290695,56890372,..,..,0.2,..,95.80626,100.06805,0.99818,90.32009,..,301340,24.50855595,..,0.142443745
6.5578,..,..,7.734648761,..,4955.721944,2912.947365,1.21,82132.00195,1.27E+12,1.810615162,22220,24880,1.26E+12,1.42E+12,55,5.9,2.402621678,78.97560976,1.644508879,36.10857138,6.2,..,..,2053806689,193.4879603,0.028774016,56906744,1.7,..,0.2,..,..,101.44369,0.99266,90.62778,..,301340,23.40840076,..,0.118229703
6.6876,..,..,7.765755082,..,5079.492406,2957.311486,1.23,82910.99609,1.25E+12,1.625727599,21990,25550,1.25E+12,1.45E+12,70,..,1.536128447,79.42439024,1.683299798,53.47394236,5.9,..,..,1878725069,193.5205093,0.016820844,56916317,..,..,0.2,..,100.71364,104.53933,0.99361,92.05657,..,301340,23.86096407,..,0.106198406
6.8174,..,99.8,7.912673166,..,5299.856479,3012.195,1.26,83690,1.14E+12,3.786955143,21890,26970,1.25E+12,1.54E+12,74,6.3,1.792397966,79.77804878,1.741059504,74.5182166,5.6,..,..,1789501817,193.608201,0.045303631,56942108,1.2,..,0.2,..,101.74487,103.90278,0.97619,93.05417,..,301340,22.47064851,..,0.134599939
6.9472,..,..,7.904432663,..,5406.491722,3020.621195,1.25,84470,1.17E+12,1.951371556,21170,27960,1.21E+12,1.59E+12,77,..,3.033592026,80.12682927,1.679364738,90.10262426,5.3,..,..,1932443183,193.7169766,0.056167601,56974100,..,..,0.2,..,104.91228,103.48534,0.98332,96.09916,..,301340,22.19153696,..,0.145383965
7.077,24.70136986,99.6,7.932323042,..,5539.703837,3037.266965,1.27,85250,1.27E+12,0.253942999,20710,28610,1.18E+12,1.63E+12,81,..,3.27434188,80.22926829,1.706187246,94.78421194,5.1,1664343,..,2272672068,194.0056679,0.148916429,57059007,..,..,0.2,..,103.36188,102.83338,0.97088,98.14539,..,301340,21.60830045,..,0.297433898
7.0614,..,99.6,8.17175128,..,5652.519542,3168.529021,1.29,86030,1.57E+12,0.138626891,23350,29020,1.34E+12,1.66E+12,84,6.7,3.147807929,79.98292683,1.708995537,98.61965832,4.8,..,..,3023192838,194.8500816,0.444507313,57313203,0.8,..,0.2,..,103.70881,102.4251,0.98029,99.12857,..,301340,21.41259454,..,0.620956423
7.0458,..,99.8,8.216487201,..,5687.997573,3169.932642,1.34,86810,1.80E+12,1.423594158,28270,29480,1.63E+12,1.70E+12,86,6.8,2.670183681,80.7804878,1.68267327,108.2859475,4.6,..,..,3688753006,196.115207,0.647182705,57685327,0.6,..,0.2,..,102.13256,102.06314,0.99326,99.01793,..,301340,20.91041982,..,0.82332128
7.0302,..,99.8,8.166090128,..,5731.101557,3214.674121,1.34,87590,1.86E+12,0.817848974,32430,30180,1.88E+12,1.75E+12,87,6.8,2.010557901,80.78292683,1.605170416,122.6810451,4.5,..,..,4091531781,197.0812674,0.491389108,57969484,0.7,..,0.2,..,100.30556,102.29095,0.99055,99.2878,..,301340,20.69829228,..,0.665741727
7.0146,..,99.8,8.072145596,..,5833.467297,3175.799871,1.37,88127.99805,1.95E+12,1.790639681,34250,32550,1.99E+12,1.89E+12,88,6.9,2.124853915,81.28292683,1.525482905,137.366591,4.3,..,..,4075828471,197.6745053,0.300559689,58143979,0.7,..,0.2,..,100.41952,103.10948,0.9889,100.05312,..,301340,22.06401188,..,0.474607926
6.999,..,99.6,7.917347216,..,5804.325964,3149.576553,1.4,88665.99609,2.21E+12,1.48707298,35900,34130,2.10E+12,1.99E+12,90,7.1,2.478994766,81.43414634,1.451807548,152.8583313,4.2,1050948,..,4595241395,198.6751547,0.504933687,58438310,0.7,..,0.3,..,102.36107,104.11291,0.98897,100.46998,..,301340,22.30345078,..,0.67868172
6.778,..,99.8,7.60176497,..,5757.960611,3087.566331,1.45,89204.00391,2.40E+12,-0.962012841,37910,35200,2.23E+12,2.07E+12,90,6.9,2.400703444,81.48536585,1.540895608,153.3227536,4.1,..,..,7354812945,199.9956857,0.662469253,58826731,0.7,..,0.3,..,105.73237,104.2742,0.98943,101.10097,..,301340,21.81816761,..,0.835914949
6.557,..,99.8,6.795651486,..,5368.390567,2869.920712,1.45,89742.00195,2.19E+12,-5.280937208,37870,34590,2.24E+12,2.04E+12,90,6.7,1.67883896,81.63658537,1.558536347,152.3254107,4.1,..,..,7041290727,200.9089719,0.45561345,59095365,0.9,..,0.3,..,103.60319,103.4859,0.99082,101.41655,..,301340,22.37303408,..,0.627292741
6.336,..,99.9,6.83837457,..,5493.711037,2930.588524,1.46,90280,2.13E+12,1.713295839,37850,35080,2.24E+12,2.08E+12,91,6.4,0.436360538,82.03658537,1.506820911,157.8857589,4,..,..,7975133246,201.5279017,0.307591222,59277417,1.3,..,0.3,..,104.2058,102.99371,0.98995,102.90382,..,301340,22.16977391,..,0.480438951
6.115,..,99.9,6.702557614,..,5514.803615,2828.404891,1.44,90817.99805,2.29E+12,0.707333347,37900,36510,2.25E+12,2.17E+12,90,6.4,1.607176983,82.18780488,1.486135655,161.1720125,3.9,..,..,8731247318,201.8747841,0.171978291,59379449,1.2,..,0.3,..,105.36386,102.50435,0.98707,103.33157,..,301340,22.14785234,..,0.343066345
5.894,29.45205479,..,6.205413858,..,5397.741477,2709.297728,1.43,91355.99609,2.09E+12,-2.980905768,36200,36440,2.16E+12,2.17E+12,90,6.3,1.54730144,82.23902439,1.4367373,162.3070852,3.8,1637369,..,9166139341,202.4196539,0.26954124,59539717,1.2,..,0.3,..,101.41619,101.29194,0.98994,102.03334,..,301340,23.47037018,..,0.61957915
5.7632,..,99.9,5.732941879,65.1,5159.183655,2579.472543,1.39,91894.00391,2.14E+12,-1.841065451,35550,36250,2.14E+12,2.18E+12,90,6.2,1.147610159,82.6902439,1.406128172,160.9908765,3.7,..,..,9436137008,204.7798599,1.159251117,60233948,1.4,..,0.3,..,100.35933,101.89729,0.99375,102.40899,..,301340,23.60810374,..,1.587835187
5.6324,..,99.9,5.270866786,..,5002.40668,2414.484002,1.37,92432.00195,2.16E+12,-0.004547542,34890,36200,2.12E+12,2.20E+12,87,6.2,0.913241262,83.0902439,1.287382528,148.8415405,3.6,..,..,10099257246,206.6673693,0.917504096,60789140,1.2,..,0.3,..,100.11274,101.15142,0.99459,102.28106,..,301340,23.39785484,..,1.341371299
5.5016,..,..,..,..,..,2481.754645,1.35,92970,1.84E+12,0.778304351,32980,36650,2.00E+12,2.23E+12,85,5.9,0.931863575,82.54390244,1.210619499,144.756385,3.4,..,..,9608855965,206.4682872,-0.096376133,60730582,2,..,0.3,..,99.80955,100.38675,0.99653,102.25627,..,301340,23.31602587,..,0.325701454
5.3708,..,..,..,..,..,..,1.34,93507.99805,1.88E+12,1.279671128,31940,39290,1.94E+12,2.38E+12,87,6.1,1.136389325,83.24390244,1.339605986,141.6939815,3.3,..,..,9513962939,206.1178282,-0.169884073,60627498,1.6,..,0.3,..,97.74971,99.42546,1.0027,101.66235,..,301340,23.43608871,13.34644424,0.246127222
5.24,..,..,..,..,..,..,1.32,..,1.96E+12,1.716167381,31340,41430,1.90E+12,2.51E+12,92,6,0.690706206,82.94634146,1.366528764,138.2337679,3.2,744713,..,9742186172,205.8091691,-0.149861117,60536709,1.4,..,0.3,..,98.81698,101.87936,0.98404,101.27041,..,301340,23.05445036,13.3653061,0.26299854
5.11,..,..,..,..,..,..,1.32,..,2.08E+12,0.774340013,33730,42290,2.04E+12,2.56E+12,93,..,0.878398112,82.94634146,1.332702307,137.466947,3,..,..,9949656789,205.4507479,-0.19006364,60421760,..,..,0.3,..,..,..,..,..,..,301340,..,13.3653061,0.228197851
4.431,..,..,2.516537519,..,1110.263405,873.9103148,2.001,..,44307342950,..,..,..,..,..,..,..,..,67.66609756,1.080594889,0,39.7,..,..,..,..,0.889609026,92500572,..,..,..,..,..,..,..,..,..,..,..,..,2.407262613
4.282,..,..,2.981979388,42,1246.010764,962.9071127,2.05,..,53508617739,12.04353641,..,..,..,..,..,..,7.785717616,68.31,0.916660202,..,36.2,..,..,..,258.9119171,2.606188325,94943000,..,..,..,..,..,..,..,..,..,377800,..,..,4.082467772
4.133,..,..,3.059736351,..,1317.93138,1003.752254,2.01,..,60723018684,8.908972996,610,..,58263336691,..,..,..,4.19957757,68.59487805,0.882981584,..,32.8,-151351,..,..,261.3362422,0.93199469,95832000,..,..,..,..,..,..,..,..,..,377800,..,..,2.371446065
4.098,..,..,3.359320776,44.6,1506.011651,1136.484868,2.02,..,69498131797,8.473642383,690,..,66780643407,..,..,..,5.510469059,69.65804878,0.902911616,..,29.7,..,..,..,264.0087265,1.017429511,96812000,..,..,..,..,..,..,..,..,..,377800,..,..,2.419806638
4.063,..,..,3.673035072,..,1676.445935,1260.474547,2.05,..,81749006382,11.6767082,800,..,78212137590,..,..,..,5.328705884,70.13243902,0.875046122,..,27,..,..,..,266.7739296,1.041943684,97826000,..,..,..,..,..,..,..,..,..,377800,..,..,2.407008856
4.028,..,..,3.912905535,55.5,1775.836089,1361.587239,2.139,..,90950278258,5.819707873,890,..,87873945269,..,..,..,5.136857285,70.20195122,0.89971399,0,24.6,..,..,..,269.6563949,1.074694267,98883000,..,..,..,..,..,..,..,..,..,377800,..,..,2.400749286
3.993,..,..,4.206264706,..,1984.16675,1476.997495,1.58,..,1.06E+11,10.63856156,1030,..,1.03E+11,..,..,..,4.970869147,70.98658537,0.879421011,..,22.7,..,..,..,272.1298064,0.913064484,99790000,..,..,..,..,..,..,..,..,..,377800,..,..,2.140289632
