SP.DYN.LE00.IN,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,FP.CPI.TOTL.ZG,NY.GDP.DEFL.KD.ZG,AG.LND.AGRI.ZS,EN.ATM.CO2E.KD.GD,SP.DYN.IMRT.IN,SH.DYN.MORT,SH.MED.PHYS.ZS,SH.MED.BEDS.ZS,AG.PRD.FOOD.XD,AG.PRD.CROP.XD,AG.PRD.LVSK.XD,SP.DYN.TFRT.IN,SP.ADO.TFRT,SH.STA.BRTC.ZS,SP.POP.0014.TO.ZS,SP.POP.1564.TO.ZS,SP.POP.65UP.TO.ZS,SP.POP.GROW,EN.POP.DNST,VC.IHR.PSRC.P5,SH.H2O.BASW.ZS,SH.H2O.SMDW.ZS,SH.STA.BASS.ZS,SH.STA.SMSS.ZS,SI.POV.GINI,SE.SEC.UNER.LO.ZS,SE.PRM.UNER.ZS,SE.XPD.TOTL.GD.ZS,SP.DYN.CBRT.IN,SH.XPD.GHED.GD.ZS,SH.XPD.PVTD.CH.ZS,SH.IMM.IDPT,SH.IMM.HEPB,SH.IMM.MEAS,SH.PRV.SMOK,SP.RUR.TOTL.ZS,SP.URB.TOTL.IN.ZS,EG.CFT.ACCS.ZS,EG.ELC.ACCS.ZS
81.1902439,1.014501586,44178.04738,0.896565316,2.300978667,32.94172553,,3,3.7,5.0701,,98.35,85.55,107.18,1.49,7.7896,98.5,14.11997935,67.03954297,18.84047768,1.120992502,104.7307927,0.5,100.0000028,98.90942528,99.97670878,96.7213595,30.5,1.97,0.47045,5.45675,9.8,7.512087375,27.54398882,93,93,96,30.6,42.285,57.715,100,100
81.64146341,2.082608428,45237.80509,0.891592367,1.667629328,32.35667614,,3,3.6,5.1441,,101.29,90.82,108.27,1.53,7.5648,98.4,14.17065675,66.9201963,18.90914695,1.081396299,105.8694934,0.7,100,98.90780751,99.97481352,96.73409154,30.8,0.33799,0.20606,5.5007,10,7.524191588,27.78511047,87,87,95,29.6,42.095,57.905,100,100
81.64390244,2.476443921,47431.63061,2.081268583,1.132802209,,,2.9,3.6,,,,,,1.52,7.34,,14.23091937,66.81250731,18.95657332,0.694621104,106.6074453,,100,98.90620097,99.97290961,96.74673828,29.7,0.15585,0.04572,,10,7.526375353,27.60745883,90,90,96,,41.906,58.094,,100
81.64390244,2.419763638,51461.95478,1.998381877,1.702250383,,,2.9,3.5,,,,,,1.52,7.0444,,14.29794763,66.70048591,19.00156646,0.487071925,107.2069267,,,,,,,,,,9.7,,,85,85,94,,41.703,58.297,,
77.6195122,3.542734277,25244.27505,1.120848234,0.598906708,,0.292008887,5,6.1,3.8,7.099999905,,,,1.62,10.4862,99.3,17.63310373,65.64586023,16.72103604,0.229189103,,,,,,,,3.29027,0.05805,,11.2,,,87,46,82,,2.935,97.065,,100
77.72195122,3.716677113,23041.53473,2.544517762,2.014619622,45.89167687,0.283659141,4.8,5.8,3.9,7.8,106.18,102.31,108.12,1.67,10.6408,,17.5658063,65.56770436,16.86648934,0.242517956,338.5485469,2.1,100.0000012,99.52318684,99.48331084,85.57404079,33.1,1.4413,0,,11.4,5.919247866,25.3949672,95,60,82,37.4,2.871,97.129,100,100
77.97317073,1.09961616,22995.15752,2.469258231,1.982805473,45.79920901,0.279134973,4.6,5.6,3.9,7.7,98.55,89.02,105.16,1.67,10.7954,,17.43915773,65.55241346,17.00842881,0.343951158,339.7149934,2.7,99.99999586,99.52318154,99.4836738,85.57440442,,0.05233,0.0225,,11.2,6.105909869,24.59267527,95,60,82,,2.814,97.186,100,100
78.07560976,1.706889159,24887.56133,1.645214362,1.640003224,45.87516432,0.257156658,4.4,5.4,3.9,7.6,101.7,97.79,107.19,1.65,10.95,,17.34949302,65.52918822,17.12131876,0.448268895,341.2412483,3.1,99.99999676,99.52318244,99.48404361,85.57477487,,0.06534,0.26135,,10.9,6.092121452,26.20325685,95,60,82,,2.759,97.241,100,100
78.12926829,1.037953053,30587.66841,1.588964,1.850118415,45.97754132,0.267804237,4.3,5.2,,7.5,101,98.03,103.24,1.67,10.766,,17.28518542,65.5082929,17.20652168,0.418641508,342.6728203,2.2,100.0000038,99.52318945,99.48442015,85.57515204,28.1,0.11723,1.19369,,11,6.760521233,25.68034828,95,64,82,,2.704,97.296,100,100
78.87804878,3.571192891,35364.37533,2.097283112,1.915002217,45.94782196,0.254421922,4.1,5.1,,7.5,104.23,108.78,103.75,1.72,10.582,,17.22207872,65.51523232,17.26268896,0.432788248,344.1590819,2.6,99.99999651,99.52318218,99.48478302,86.24633404,30.5,0.02047,2.75048,,11.3,6.951740384,23.74649197,95,64,82,,2.65,97.35,100,100
78.9804878,2.32173738,36795.97688,2.781432637,2.083073887,45.67371202,0.242846755,4,4.9,2.0479,7.4,99.04,100.89,98.85,1.76,10.398,,17.15006685,65.55887681,17.29105634,0.550055708,346.0573646,2.1,100.0000029,99.52318854,99.4851601,86.91753019,29.3,0.2255,3.10577,5.76901,11.4,6.915193796,23.15451801,97,77,88,34.1,2.597,97.403,100,100
79.3804878,2.552353767,38672.70594,1.791207701,2.264703332,45.57463672,0.233665722,3.9,4.8,2.0957,6.7,96.72,90.33,97.41,1.8,10.214,,17.09782263,65.58719711,17.31498026,0.659558215,348.347358,2.1,99.99999914,99.5231848,99.48552765,87.58871673,28.1,1.07105,2.75229,,11.6,6.77568689,23.90733808,98,94,92,,2.546,97.454,100,100
79.78292683,3.676918241,44262.896,1.8230563,1.931684636,45.14200873,0.217953328,3.8,4.7,,6.6,97.41,95.35,98.07,1.82,10.03,,17.03526744,65.6696398,17.29509276,0.734330831,350.9147952,2,100.0000014,99.52318708,99.48590179,88.2599098,29.2,4.43323,1.81342,,11.7,6.751394272,24.49210435,98,94,92,,2.495,97.505,100,100
79.6804878,0.446916545,48106.89292,4.489444205,1.908857793,45.08916938,0.218866263,3.8,4.6,,6.6,92.11,92.66,93.13,1.85,9.2298,,16.972243,65.76525793,17.26249907,0.789976845,353.6979194,1.9,99.99999972,99.52318538,99.48607988,88.93090675,28.4,5.41413,1.19891,6.29139,11.9,7.201427966,22.80902863,99,98,93,,2.445,97.555,100,100
80.03414634,-2.020725816,44583.54481,-0.053145674,0.533161703,45.03302429,0.213584439,3.7,4.5,,6.5,95.74,99.95,95.58,1.84,8.4296,,16.92050785,65.81434152,17.26515064,0.804599573,356.555251,1.7,100.000002,99.52318762,99.48607898,89.60172465,28.6,3.96537,1.3563,6.41536,11.8,7.881132513,22.18415737,98,97,95,,2.397,97.603,100,100
80.18292683,2.864285327,44141.87814,2.189299204,1.892085171,44.7721252,0.230426653,3.6,4.5,2.9085,6.5,100.8,98.67,100.32,1.86,7.6294,,16.88274124,65.7832315,17.33402726,0.913639392,359.8278071,1.7,99.99999721,99.52318289,99.48607128,90.27253568,28.4,2.21689,1.5972,6.40799,11.9,7.753235102,22.2207278,98,97,95,31.1,2.349,97.651,100,100
80.58536585,1.694497446,47348.52502,3.532082107,1.807315938,44.11162322,0.204342283,3.5,4.4,2.9222,6.4,104.58,100.03,104.23,1.81,6.8292,,16.91872953,65.64750773,17.43376273,1.301002902,364.5397622,1.9,99.99999917,99.52318484,99.48607039,90.94335347,28.1,1.37316,1.44666,6.37874,11.7,7.860855758,22.40669131,98,97,95,30.6,2.302,97.698,100,100
80.38536585,0.739229905,44673.11588,2.839663434,1.961106566,43.98943197,0.193026273,3.5,4.3,2.9397,6.3,100.5,88.36,102.91,1.8,6.029,,16.93807273,65.46890953,17.59301774,0.620163579,366.8075297,1.8,99.99999642,99.5231821,99.48606495,91.61416665,27.5,1.34263,1.16649,,11.5,8.017984778,21.84821963,99,98,96,30.1,2.256,97.744,100,100
80.58780488,0.45922805,46744.66254,1.11309594,1.271272412,44.13804491,0.195907355,3.4,4.2,2.9592,6.3,104.16,94.55,105.36,1.76,5.7534,,16.95440626,65.25842861,17.78716513,0.471340144,368.5405218,1.8,100.0000016,99.5231873,99.48606757,92.55480813,27.7,0.69984,1.20746,6.63966,11.3,8.047488332,22.34645784,99,98,96,29.6,2.211,97.789,100,100
81.28780488,1.57852323,47700.54036,0.340002833,0.98265541,43.96631601,0.18566452,3.3,4.1,2.9729,6.2,89.18,105.59,79.32,1.74,5.4778,,16.97684505,65.04598292,17.97717202,0.443929288,370.180218,1.9,100.0000005,99.5231862,99.48606403,94.827497,28.1,0.7684,1.31388,6.63852,11.2,8.12901482,21.8986243,99,98,96,29.1,2.167,97.833,100,100
80.99268293,2.032788973,40991.80814,0.561429153,1.33899648,43.85733157,,3.2,4,3.0138,,88.31,99.96,82.02,1.7,5.2022,,17.00415665,64.85353395,18.1423094,0.579446242,372.3314399,2,100.0000005,99.5231862,99.48606169,97.10018634,27.7,2.41607,0.97579,6.53944,10.8,7.974552363,22.38186151,99,98,96,28.6,2.124,97.876,100,100
81.43902439,1.511106034,42012.0999,1.973852647,1.743246189,44.61030544,,3.1,3.9,3.3234,,84.89,88.74,81.32,1.68,4.9266,,17.01670363,64.61143766,18.37185871,0.506300002,374.2213342,1.5,99.99999866,99.52318433,99.48605762,97.10018261,27.6,2.89364,0.70629,6.54513,10.8,7.943906635,22.86278456,98,97,96,28.2,2.081,97.919,100,100
81.49268293,1.964192755,44219.562,2.12597086,1.71810058,,,3,3.8,,,,,,1.65,4.651,,17.03647926,64.37944165,18.58407909,0.385228018,375.6657199,1.7,100.0000033,99.52318898,99.4860602,97.10018224,27.4,1.38069,0.2759,,10.5,7.983250171,22.73812443,98,97,96,,2.039,97.961,,100
81.59512195,1.458405353,47518.63604,2.053164999,1.53355669,,,2.9,3.7,,,,,,1.65,4.5704,,17.05542276,64.1558335,18.78874374,0.509444678,377.2149273,,,,,,,,,,10.3,,,98,97,96,,1.999,98.001,,
79.42439024,1.625727599,21997.62432,1.66345995,1.536128447,53.71799667,0.221754933,5,5.9,4.2,4.900000095,102.9,102.22,102.8,1.23,6.6876,,14.40500214,67.67115933,17.92383853,0.016820844,193.5205093,1.4,,,,,,1.32982,0.11688,4.52336,9.4,,,95,97,70,,32.838,67.162,,100
79.77804878,3.786955143,20087.59199,2.537685321,1.792397966,53.16718235,0.21780448,4.7,5.6,4.2,4.7,98.8,98.01,99.38,1.26,6.8174,99.8,14.32432354,67.39101468,18.28466177,0.045303631,193.608201,1.3,99.99999659,86.46509613,,,35.3,0.33831,0.09528,4.29886,9.5,5.506241694,27.36185491,87,94,74,26.5,32.778,67.222,100,100
80.12682927,1.951371556,20483.21599,2.785165427,3.033592026,52.70817041,0.21353307,4.5,5.3,4.4,4.6,97.95,95.16,102.48,1.25,6.9472,,14.24239835,67.1780734,18.57952824,0.056167601,193.7169766,1.2,100,87.03429326,,,,0.10998,0.24743,4.66888,9.4,5.797333643,25.37806034,93,95,77,,32.718,67.282,100,100
80.22926829,0.253942999,22270.14412,2.465323192,3.27434188,51.92955017,0.21406226,4.3,5.1,4.4,4.4,94.78,90.94,103.84,1.27,7.077,99.6,14.19975745,66.91705904,18.88318351,0.148916429,194.0056679,1.1,99.99233486,87.59677252,,,,0.36887,0.29746,4.44711,9.4,5.916506425,25.04142225,93,95,81,,32.618,67.382,100,100
79.98292683,0.138626891,27465.6753,2.672555528,3.147807929,50.67994832,0.221199272,4.1,4.8,4.1,4.2,92.72,87.84,101,1.29,7.0614,99.6,14.18503681,66.63603499,19.1789282,0.444507313,194.8500816,1.2,99.9463501,88.12537708,,,34.9,0.14657,0.37386,4.5548,9.5,5.917770416,24.66634959,96,95,84,,32.499,67.501,100,100
80.7804878,1.423594158,31259.7165,2.206736614,2.670183681,50.59835453,0.22071224,3.9,4.6,4.203,4,103.37,104.73,101.18,1.34,7.0458,99.8,14.1788636,66.37989672,19.44123968,0.647182705,196.115207,1.2,99.9003916,88.65348146,,,34.3,0.22846,0.33146,4.39717,9.8,6.242704391,23.75599742,94,96,86,,32.38,67.62,100,100
80.78292683,0.817848974,32043.14037,1.985292985,2.010557901,50.09859251,0.218650791,3.8,4.5,,4,100.42,100.56,100.33,1.34,7.0302,99.8,14.16689653,66.1733373,19.65976617,0.491389108,197.0812674,1,99.85443908,89.18106799,,,33.8,0.41461,0.57699,4.24942,9.6,6.478978693,22.51141965,95,96,87,25.6,32.262,67.738,100,100
81.28292683,1.790639681,33501.65817,2.09084391,2.124853915,48.28653022,0.212972408,3.7,4.3,3.7,3.9,96.2,94.71,98.49,1.37,7.0146,99.8,14.1823737,65.97207583,19.84555047,0.300559689,197.6745053,1.1,99.80850926,89.70815182,98.76814109,96.15673929,33.7,0.5475,0.63429,4.53777,9.6,6.577445567,22.24953473,96,96,88,,32.144,67.856,100,100
81.43414634,1.48707298,37822.66524,1.829741122,2.478994766,48.14714082,0.206869382,3.6,4.2,,3.8,94.9,91.66,100.85,1.4,6.999,99.6,14.17936221,65.84465092,19.97598687,0.504933687,198.6751547,1.1,99.76258893,90.23472136,98.76835932,96.16124363,32.9,0.5482,0.6129,4.11852,9.7,6.325243413,22.51229137,97,97,90,,32.026,67.974,100,100
81.48536585,-0.962012841,40778.34274,3.347832584,2.400703444,49.15074521,0.201886011,3.5,4.1,4.242,3.7,98.68,94.95,104.49,1.45,6.778,99.8,14.15843754,65.75800775,20.08355471,0.662469253,199.9956857,1,99.71668797,90.76078579,98.76858083,96.16575122,33.8,0.43952,0.59563,4.40287,9.8,6.650426984,22.32471257,96,96,90,,31.908,68.092,100,100
81.63658537,-5.280937208,37079.75867,0.774768131,1.67883896,47.53654855,0.191409813,3.4,4.1,3.802,3.6,101.4,98.21,102.97,1.45,6.557,99.8,14.12439679,65.6540287,20.22157451,0.45561345,200.9089719,1,99.6708026,91.28634196,98.76880044,96.17025716,33.8,0.46883,0.50473,4.53631,9.6,7.029087842,21.69487923,96,96,90,,31.791,68.209,100,100
82.03658537,1.713295839,36000.52012,1.525516021,0.436360538,48.71081731,0.189952105,3.4,4,,3.6,98.22,94.38,103.04,1.46,6.336,99.9,14.078791,65.49437003,20.42683898,0.307591222,201.5279017,0.9,99.624937,91.81139399,98.76902518,96.17476804,34.7,0.3982,0.40808,4.35239,9.5,7.024430484,21.54640704,96,96,91,24.6,31.673,68.327,100,100
82.18780488,0.707333347,38599.06221,2.780632729,1.607176983,47.09525943,0.185190019,3.3,3.9,,3.5,96.32,94.66,98.18,1.44,6.115,99.9,14.06503601,65.27119165,20.66377233,0.171978291,201.8747841,0.9,99.57908032,92.33593217,98.76924157,96.17927097,35.1,0.37408,0.48066,4.14407,9.2,6.803756952,22.9872182,96,96,90,24.6,31.556,68.444,100,100
82.23902439,-2.980905768,35053.52624,3.041363332,1.54730144,46.6750527,0.177198956,3.2,3.8,3.8608,3.4,92.67,89.05,96.53,1.43,5.894,,14.01765223,65.02018864,20.96215913,0.26954124,202.4196539,0.9,99.53332804,92.86004572,98.76969207,96.18398704,35.2,0.20386,0.26234,4.08391,9,6.818532944,23.86683673,97,96,90,24.3,31.316,68.684,100,100
82.6902439,-1.841065451,35549.9747,1.219993423,1.147610159,46.33847828,0.168722373,3.1,3.7,3.9371,,91.5,89.27,92.95,1.39,5.7632,99.9,13.94141589,64.75929013,21.29929398,1.159251117,204.7798599,0.8,99.4876503,93.3837084,98.77024582,96.18879713,34.9,0.10082,0.11543,4.16472,8.5,6.808803231,23.94324988,96,96,90,24.1,31.021,68.979,100,100
83.0902439,-0.004547542,35518.41529,0.24104743,0.913241262,44.7473992,0.156560282,3,3.6,3.9588,,87.83,85.14,93.57,1.37,5.6324,99.9,13.84016817,64.52449295,21.63533887,0.917504096,206.6673693,0.8,99.44201437,93.90689057,98.77079907,96.19360714,34.7,0.20825,0.83955,4.07525,8.3,6.81675598,24.35443103,95,95,87,24.1,30.728,69.272,100,100
82.54390244,0.778304351,30230.2263,0.0387904,0.931863575,44.00965527,,2.9,3.4,3.9174,,93.4,91.28,93.95,1.35,5.5016,,13.71537232,64.33598201,21.94864567,-0.096376133,206.4682872,0.8,99.44225397,94.47313636,98.77134583,96.198411,35.4,0.41663,1.47977,4.08169,8,6.704375148,25.40777028,93,93,85,23.8,30.435,69.565,100,100
83.24390244,1.279671128,30936.12544,-0.094016657,1.136389325,43.23451418,,2.8,3.3,4.0323,,92.59,90.4,93.25,1.34,5.3708,,13.60466485,64.16047427,22.23486089,-0.169884073,206.1178282,0.7,99.44249434,95.03938562,98.7718902,96.20321306,35.2,1.0207,2.0465,3.82926,7.8,6.627199054,25.37466586,94,93,87,23.7,30.145,69.855,100,100
82.94634146,1.716167381,32326.84175,1.226533166,0.690706206,,,2.7,3.2,4.0931,,,,,1.32,5.24,,13.47507053,64.02524052,22.49968895,-0.149861117,205.8091691,,99.44273388,95.03961456,98.77243267,96.20801357,35.9,1.65751,2.52176,,7.6,6.532720476,26.10261738,95,94,92,,29.856,70.144,,100
82.94634146,0.774340013,34483.204,1.137487636,0.878398112,,,2.6,3,,,,,,1.32,5.11,,13.32911609,63.91920431,22.7516796,-0.19006364,205.4507479,,,,,,,,,,7.3,,,95,95,93,,29.562,70.438,,
75.96341463,3.906576497,12471.07936,2.340094903,3.370528515,42.21857923,0.302359734,5.9,7.7,3.1,3.799999952,104.21,110.25,101.11,1.5,20.3298,,16.31022118,67.67611066,16.01366816,0.565630442,111.6702514,1.1,,,,,,0.08588,,5.04535,11.4,,,97,61,92,,46.257,53.743,,100
76.31463415,3.816177846,11497.75346,2.853030393,3.420268944,43.2391244,0.283586617,5.5,7.2,3.2,3.7,95.63,94.3,101.47,1.55,20.2862,99.7,16.03073755,67.70081747,16.26844498,0.702859953,112.4579016,1.1,98.54303825,93.44075909,97.31620142,48.50610332,,0.2682,2.4636,5.16177,11.7,5.898083374,29.54066992,96,58,87,25.9,45.601,54.399,100,100
76.81463415,1.943672482,11724.6115,4.369903306,3.715982629,42.11825211,0.278293543,5.1,6.7,3.2,3.6,97.39,96.67,100.13,1.45,20.2426,99.9,15.82882833,67.68609134,16.48508034,0.705230637,113.2537923,1,98.64534215,93.57578157,97.47384708,48.66695264,,0.27246,,5.33506,10.9,5.947902054,29.19310331,97,70,90,,44.956,55.044,100,100
77.06585366,0.770924141,12875.32079,3.600346583,4.189781567,42.37945323,0.29391496,4.7,6.1,3.2317,3.6,98.17,97.9,101.78,1.46,20.199,,15.69286578,67.62387629,16.68325793,0.54766794,113.8757486,1.1,98.74792051,93.70979593,97.62871778,48.82426415,,0.3677,,5.25588,11,6.208352,27.42080688,98,82,93,,44.334,55.666,100,100
77.2195122,-0.930521141,15762.97579,3.218990907,3.427153676,41.67956209,0.271917332,4.3,5.6,3.284,3.6,96.25,96.28,97.11,1.44,19.4064,,15.61040813,67.52476506,16.8648268,0.375411415,114.3040546,1.4,98.85079144,93.84410224,97.78136708,48.97979778,38.7,0.03133,,5.27827,10.8,6.317172199,29.00061309,99,94,96,,43.713,56.287,100,100
77.67073171,1.788735745,18031.00042,2.365362041,2.399614602,42.29082085,0.275556023,4,5.1,3.3446,3.6,102.71,106.77,99.81,1.4,18.6138,,15.53779271,67.42663802,17.03556927,0.23912899,114.5777158,1.4,98.95395424,93.97870009,97.93180045,51.61673999,38.9,,,5.0423,10.4,6.598396599,28.98380756,95,94,95,,43.093,56.907,100,100
78.07073171,0.781847554,18773.12536,2.277163949,3.332903906,41.80091865,0.282659276,3.7,4.7,3.4203,3.6,97.95,92.38,102.21,1.41,17.8212,,15.43630177,67.35972183,17.2039764,0.185532267,114.8281404,1.3,99.05740005,94.11334591,98.07995875,54.27279152,38.5,,0.33229,5.07076,10.4,6.719765812,28.73831987,93,94,93,24.8,42.478,57.522,100,100
78.4195122,1.625034412,19822.84603,3.107665459,3.18454242,41.08079056,0.254859574,3.5,4.4,3.4834,3.5,99.35,100.85,97.98,1.37,17.0286,,15.47063739,67.07962663,17.44973598,0.180332441,115.0353996,1.5,99.1611367,94.24834031,98.22594023,56.94821666,38.1,,0.46484,4.90802,10,6.312885135,30.87084293,97,97,97,,41.863,58.137,100,100
78.32195122,2.506579989,22782.09462,2.453965281,2.966345148,40.02317614,0.250014548,3.3,4.2,3.5657,3.4,96.08,91.58,100.74,1.35,16.236,,15.43894753,66.86001504,17.70103743,0.196304384,115.2614409,1.7,99.26515664,94.38349941,98.36970716,59.6425302,36.8,,,4.92191,9.7,6.225698069,31.29422069,97,97,95,,41.251,58.749,100,100
78.52439024,0.319247504,24847.54514,2.588506577,1.737724715,40.73313772,0.230470148,3.2,4.1,3.6549,3.4,99.98,94.59,107.09,1.39,15.2716,,15.3328915,66.69100132,17.97610717,0.14419128,115.4277577,1.2,99.36946051,94.5188823,98.51128627,62.35564689,36.6,,,4.70213,9.9,6.391751021,31.62156343,97,97,97,,40.641,59.359,100,100
78.72682927,-3.122079079,23059.79745,-0.835530022,1.098135507,40.34916561,0.231702658,3.2,4,3.761,3.3,104.22,101.93,105.79,1.34,14.3072,,15.16854494,66.53796434,18.29349072,0.095330859,115.3864723,1.2,99.47403791,94.65430174,98.65066112,65.08694237,34.9,,0.07009,5.56214,9.4,6.902943552,30.08696139,96,96,95,,40.036,59.964,100,100
79.02682927,1.73762581,22498.69086,1.402572899,0.642290539,39.89704031,0.202356336,3.1,3.9,3.8181,3.4,106.16,104.28,106.18,1.39,13.3428,,14.96718874,66.37008782,18.66272344,0.045910037,115.4394585,1.2,99.578895,94.78994018,98.78788006,67.83660437,35.8,,0.02167,5.40289,9.6,6.846614182,30.23923039,98,97,96,23.7,39.433,60.567,100,100
80.47073171,-1.696165744,23186.91313,3.653011004,-0.265122418,39.84452568,0.203652481,3,3.8,3.9579,3.4,101.03,98.26,103.18,1.35,12.3784,,14.79960982,66.15786356,19.04252662,-0.147084879,115.2697893,1.1,99.68402687,94.92573318,98.92294818,70.60428011,36.3,,0.18324,5.12129,9.2,6.447363645,32.31473863,97,97,97,23.5,38.833,61.167,100,100
80.37317073,-4.057293817,20564.88986,2.773338541,-0.388196143,40.0088428,0.205089492,3,3.7,4.0752,3.4,99.06,96.99,100.89,1.28,11.414,,14.61861082,65.92945029,19.45193889,-0.405421788,114.8034065,1.2,99.7894277,95.06161565,99.05587772,73.38957297,36,,0.14125,4.9464,8.5,6.124681979,34.43953097,98,98,97,23.3,38.237,61.763,100,100
80.72195122,-0.922644348,21647.04181,0.274416667,2.248654555,40.40273136,0.204359904,3,3.7,4.2322,3.4,103.55,105.57,101.69,1.21,10.8072,99,14.4378494,65.6794539,19.88269669,-0.548815211,114.1561345,1.4,99.86824691,95.17122509,99.18668416,76.19165809,36.2,0.91782,0.08301,5.27787,7.9,6.078070775,33.08761418,98,98,98,23.1,37.648,62.352,100,100
81.12195122,0.792191109,22074.30076,-0.278153367,0.704595563,40.29590168,0.201084279,3,3.7,4.3964,,103.9,104.56,103.51,1.23,10.2004,98.9,14.26169043,65.41660964,20.32169993,-0.539190467,113.5417757,0.9,99.90317997,95.23780279,99.31540498,79.01059289,35.6,0.95335,0.48932,5.12325,7.9,5.956873298,33.9286983,98,98,98,23,37.064,62.936,100,100
81.12439024,1.792046276,19242.36647,0.487938624,2.019964197,40.33465264,,3,3.7,,,117.28,126.22,105.51,1.31,9.5936,98.9,14.08675304,65.15130516,20.7619418,-0.414141102,113.0725249,1,99.9046875,95.27340738,99.44206601,81.84588229,35.5,0.8579,1.27073,4.88294,8.3,5.931303278,33.84338915,98,98,98,22.9,36.486,63.514,100,100
81.12439024,2.019485117,19978.40121,0.607397075,1.716662824,39.4529404,,3,3.7,3.3356,,108.59,111.1,104.29,1.36,8.9868,,13.87684593,64.96154486,21.16160921,-0.315459017,112.7163894,0.6,99.90618404,95.30864686,99.56670609,84.53594344,35.2,0.46648,1.84868,,8.4,5.987812579,33.70099962,98,98,98,22.7,35.914,64.086,100,100
81.42439024,3.506345458,21437.3475,1.368614116,1.511910225,,,3.1,3.7,,,,,,1.38,8.38,,13.6670779,64.77522001,21.55770209,-0.24388941,112.4418211,0.7,99.90766021,95.31190784,99.60892314,84.70744585,33.8,0.34167,0.6174,,8.4,5.942862108,33.69555175,98,98,98,,35.348,64.652,,100
81.72439024,2.441266929,23407.90659,0.993715683,1.576924166,,,3.1,3.7,,,,,,1.38,8.0012,,13.45790782,64.58823464,21.95385754,-0.160104021,112.2394535,,,,,,,,,,8.5,,,99,98,99,,34.789,65.211,,
79.5804878,1.694749523,40581.34936,0.806446857,0.115310577,39.69892411,0.086820863,4.7,5.7,3.4,,98.1,97.9,98.26,1.48,5.5508,,17.55872465,67.27937926,15.16189608,0.476919931,180.7461354,1.2,,,,,,2.62841,0.13169,4.89023,11,,,93,,82,,26.562,73.438,,100
79.6804878,3.936932161,37868.296,1.558518468,1.501015266,39.62149678,0.080159951,4.7,5.6,3.5,6.3,102.12,117.97,97.36,1.5,5.4812,,17.4435147,67.28840732,15.26807798,0.561954617,181.7693092,1,100.0000017,92.82432591,99.8998749,97.91162507,33.4,1.64196,0.33687,4.7814,10.9,2.7543962,44.38818395,93,,82,31.2,26.617,73.383,100,100
80.1804878,1.312269832,38538.9791,0.989017153,1.018702092,39.53647133,0.087012281,4.6,5.5,3.5,6,97.98,93.73,100.19,1.38,5.4116,,17.24505998,67.3869218,15.36801822,0.632771238,182.9277613,1.2,100,92.82432432,99.89966912,97.95874387,,1.82965,0.47204,4.95981,10,3.003074229,43.19683909,93,,82,,26.625,73.375,100,100
80.38536585,0.162613317,41376.37281,0.642708442,-0.253647798,39.45903596,0.082323845,4.6,5.4,3.615,5.9,100.39,101.89,100.74,1.39,5.342,,17.03206079,67.51259664,15.45534257,0.756469146,184.3214688,1.2,100,92.82432432,99.89904071,98.04455472,31.7,0.64189,0.49253,5.31429,9.9,3.256573528,41.20541811,93,,82,,26.599,73.401,100,100
80.53658537,0.039569003,48087.54377,0.638298911,1.126894426,39.37653179,0.081238358,4.5,5.3,,5.8,98.09,91.05,99.93,1.39,5.1734,,16.80183931,67.65502364,15.54313704,0.741919603,185.6987632,1,99.99999665,92.82432122,99.89841019,98.1901189,,0.13621,0.52746,5.52376,9.8,3.360192478,40.53637981,93,,82,,26.573,73.427,100,100
81.08780488,2.776296688,53340.19698,0.802882618,0.343544585,39.3016182,0.079419028,4.4,5.2,,5.7,101.64,108.61,99.74,1.42,5.0048,,16.55156377,67.7992533,15.64918292,0.68742596,186.9844383,1.1,100,93.06351351,99.89778751,98.33571722,,0.14386,,5.44573,9.9,3.313525766,40.6656146,93,,82,,26.548,73.452,100,100
81.23658537,3.115201917,54952.67549,1.171951144,0.690141163,39.22263224,0.078873835,4.3,5.1,,5.5,98.56,97.22,99.34,1.42,4.8362,,16.28933224,67.92710147,15.78356629,0.64060154,188.19563,1,99.99999835,93.30270117,99.89716112,98.48134041,,0.02845,,5.2041,9.8,3.260758519,39.42040503,94,,87,29.2,26.522,73.478,100,100
81.4902439,3.988722816,57579.50291,1.059525055,2.095695146,39.14264919,0.076790417,4.2,4.9,3.97,5.4,99.8,94.17,100.92,1.44,4.6676,100,16.0171323,68.02892963,15.95393806,0.627558473,189.3851783,0.8,99.99999837,93.54189037,99.89653763,98.6269942,33.9,0.17246,,4.96158,9.8,3.044666909,39.57597315,94,,87,,26.496,73.504,100,100
81.74146341,4.111767748,63555.28092,0.732336631,2.414838081,39.06012658,0.06694609,4.1,4.8,,5.4,102.44,105.25,101.89,1.46,4.499,,15.74754988,68.10338674,16.14906338,0.893690978,191.0901107,0.7,99.99999677,93.78107805,99.89591375,98.77267536,34.3,1.02334,,4.68738,9.9,2.995724976,39.34767246,94,,87,,26.47,73.53,100,100
81.99268293,2.154744118,72487.83471,2.42604804,2.027145782,38.98673797,0.069703023,4,4.7,,5.3,102.37,100.06,104.04,1.48,4.2998,,15.49153522,68.13834406,16.37012072,1.270618074,193.5336272,0.7,100.0000016,94.02027177,99.89529751,98.89008735,33.8,,,4.86799,10,3.099939413,38.500157,95,,92,,26.444,73.556,100,100
